Country Code,Country,Item Code,Item,Months Code,Months,Unit,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F
"4","Algeria","515","Apples","7001","January","LCU/tonne",,,"96000.000000","","110000.000000","","131000.000000",""
"4","Algeria","515","Apples","7002","February","LCU/tonne",,,"102000.000000","",,,"132000.000000",""
"4","Algeria","515","Apples","7003","March","LCU/tonne",,,"103000.000000","",,,"134000.000000",""
"4","Algeria","515","Apples","7004","April","LCU/tonne",,,"108000.000000","",,,"133000.000000",""
"4","Algeria","515","Apples","7005","May","LCU/tonne",,,"112000.000000","",,,"140000.000000",""
"4","Algeria","515","Apples","7006","June","LCU/tonne",,,"115000.000000","",,,"149000.000000",""
"4","Algeria","515","Apples","7007","July","LCU/tonne",,,"101000.000000","",,,"133000.000000",""
"4","Algeria","515","Apples","7008","August","LCU/tonne",,,"103000.000000","",,,"122000.000000",""
"4","Algeria","515","Apples","7009","September","LCU/tonne",,,"102000.000000","",,,"112000.000000",""
"4","Algeria","515","Apples","7010","October","LCU/tonne",,,"97000.000000","",,,"119000.000000",""
"4","Algeria","515","Apples","7011","November","LCU/tonne",,,"106000.000000","",,,"128000.000000",""
"4","Algeria","515","Apples","7012","December","LCU/tonne",,,"109000.000000","",,,"130000.000000",""
"4","Algeria","414","Beans, green","7001","January","LCU/tonne",,,,,,,"180000.000000",""
"4","Algeria","414","Beans, green","7002","February","LCU/tonne",,,,,,,"216000.000000",""
"4","Algeria","414","Beans, green","7003","March","LCU/tonne",,,,,,,"219000.000000",""
"4","Algeria","414","Beans, green","7004","April","LCU/tonne",,,,,,,"194000.000000",""
"4","Algeria","414","Beans, green","7005","May","LCU/tonne",,,,,,,"136000.000000",""
"4","Algeria","414","Beans, green","7006","June","LCU/tonne",,,,,,,"78000.000000",""
"4","Algeria","414","Beans, green","7007","July","LCU/tonne",,,,,,,"72000.000000",""
"4","Algeria","414","Beans, green","7008","August","LCU/tonne",,,,,,,"77000.000000",""
"4","Algeria","414","Beans, green","7009","September","LCU/tonne",,,,,,,"72000.000000",""
"4","Algeria","414","Beans, green","7010","October","LCU/tonne",,,,,,,"84000.000000",""
"4","Algeria","414","Beans, green","7011","November","LCU/tonne",,,,,,,"81000.000000",""
"4","Algeria","414","Beans, green","7012","December","LCU/tonne",,,,,,,"119000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7001","January","LCU/tonne",,,"27000.000000","","32000.000000","","44000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7002","February","LCU/tonne",,,"33000.000000","",,,"40000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7003","March","LCU/tonne",,,"34000.000000","",,,"38000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7004","April","LCU/tonne",,,"34000.000000","",,,"36000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7005","May","LCU/tonne",,,"34000.000000","",,,"33000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7006","June","LCU/tonne",,,"34000.000000","",,,"37000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7007","July","LCU/tonne",,,"33000.000000","",,,"40000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7008","August","LCU/tonne",,,"45000.000000","",,,"40000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7009","September","LCU/tonne",,,"53000.000000","",,,"44000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7010","October","LCU/tonne",,,"50000.000000","",,,"42000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7011","November","LCU/tonne",,,"35000.000000","",,,"37000.000000",""
"4","Algeria","358","Cabbages and other brassicas","7012","December","LCU/tonne",,,"28000.000000","",,,"39000.000000",""
"4","Algeria","426","Carrots and turnips","7001","January","LCU/tonne",,,"26000.000000","","24000.000000","","43000.000000",""
"4","Algeria","426","Carrots and turnips","7002","February","LCU/tonne",,,"25000.000000","",,,"42000.000000",""
"4","Algeria","426","Carrots and turnips","7003","March","LCU/tonne",,,"26000.000000","",,,"40000.000000",""
"4","Algeria","426","Carrots and turnips","7004","April","LCU/tonne",,,"26000.000000","",,,"37000.000000",""
"4","Algeria","426","Carrots and turnips","7005","May","LCU/tonne",,,"33000.000000","",,,"41000.000000",""
"4","Algeria","426","Carrots and turnips","7006","June","LCU/tonne",,,"31000.000000","",,,"44000.000000",""
"4","Algeria","426","Carrots and turnips","7007","July","LCU/tonne",,,"32000.000000","",,,"38000.000000",""
"4","Algeria","426","Carrots and turnips","7008","August","LCU/tonne",,,"41000.000000","",,,"41000.000000",""
"4","Algeria","426","Carrots and turnips","7009","September","LCU/tonne",,,"42000.000000","",,,"37000.000000",""
"4","Algeria","426","Carrots and turnips","7010","October","LCU/tonne",,,"34000.000000","",,,"42000.000000",""
"4","Algeria","426","Carrots and turnips","7011","November","LCU/tonne",,,"32000.000000","",,,"38000.000000",""
"4","Algeria","426","Carrots and turnips","7012","December","LCU/tonne",,,"24000.000000","",,,"36000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7001","January","LCU/tonne",,,"33000.000000","","41000.000000","","57000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7002","February","LCU/tonne",,,"52000.000000","",,,"41000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7003","March","LCU/tonne",,,"56000.000000","",,,"45000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7004","April","LCU/tonne",,,"50000.000000","",,,"48000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7005","May","LCU/tonne",,,"46000.000000","",,,"48000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7006","June","LCU/tonne",,,"47000.000000","",,,"55000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7007","July","LCU/tonne",,,"45000.000000","",,,"81000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7008","August","LCU/tonne",,,,,,,"71000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7009","September","LCU/tonne",,,"75000.000000","",,,"59000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7010","October","LCU/tonne",,,"59000.000000","",,,"52000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7011","November","LCU/tonne",,,"37000.000000","",,,"53000.000000",""
"4","Algeria","393","Cauliflowers and broccoli","7012","December","LCU/tonne",,,"29000.000000","",,,"65000.000000",""
"4","Algeria","401","Chillies and peppers, green","7001","January","LCU/tonne",,,"97000.000000","","97000.000000","","118000.000000",""
"4","Algeria","401","Chillies and peppers, green","7002","February","LCU/tonne",,,"99000.000000","",,,"101000.000000",""
"4","Algeria","401","Chillies and peppers, green","7003","March","LCU/tonne",,,"96000.000000","",,,"102000.000000",""
"4","Algeria","401","Chillies and peppers, green","7004","April","LCU/tonne",,,"95000.000000","",,,"96000.000000",""
"4","Algeria","401","Chillies and peppers, green","7005","May","LCU/tonne",,,"55000.000000","",,,"63000.000000",""
"4","Algeria","401","Chillies and peppers, green","7006","June","LCU/tonne",,,"53000.000000","",,,"62000.000000",""
"4","Algeria","401","Chillies and peppers, green","7007","July","LCU/tonne",,,"52000.000000","",,,"56000.000000",""
"4","Algeria","401","Chillies and peppers, green","7008","August","LCU/tonne",,,"52000.000000","",,,"43000.000000",""
"4","Algeria","401","Chillies and peppers, green","7009","September","LCU/tonne",,,"49000.000000","",,,"44000.000000",""
"4","Algeria","401","Chillies and peppers, green","7010","October","LCU/tonne",,,"51000.000000","",,,"51000.000000",""
"4","Algeria","401","Chillies and peppers, green","7011","November","LCU/tonne",,,"64000.000000","",,,"71000.000000",""
"4","Algeria","401","Chillies and peppers, green","7012","December","LCU/tonne",,,"92000.000000","",,,"112000.000000",""
"4","Algeria","577","Dates","7001","January","LCU/tonne",,,"182000.000000","","256000.000000","","248000.000000",""
"4","Algeria","577","Dates","7002","February","LCU/tonne",,,"190000.000000","",,,"257000.000000",""
"4","Algeria","577","Dates","7003","March","LCU/tonne",,,"208000.000000","",,,"269000.000000",""
"4","Algeria","577","Dates","7004","April","LCU/tonne",,,"229000.000000","",,,"285000.000000",""
"4","Algeria","577","Dates","7005","May","LCU/tonne",,,"247000.000000","",,,"286000.000000",""
"4","Algeria","577","Dates","7006","June","LCU/tonne",,,"244000.000000","",,,"293000.000000",""
"4","Algeria","577","Dates","7007","July","LCU/tonne",,,"257000.000000","",,,"317000.000000",""
"4","Algeria","577","Dates","7008","August","LCU/tonne",,,"268000.000000","",,,"396000.000000",""
"4","Algeria","577","Dates","7009","September","LCU/tonne",,,"274000.000000","",,,"384000.000000",""
"4","Algeria","577","Dates","7010","October","LCU/tonne",,,"255000.000000","",,,"301000.000000",""
"4","Algeria","577","Dates","7011","November","LCU/tonne",,,"249000.000000","",,,"264000.000000",""
"4","Algeria","577","Dates","7012","December","LCU/tonne",,,"250000.000000","",,,"275000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7001","January","LCU/tonne",,,"140000.000000","","170000.000000","","180000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7002","February","LCU/tonne",,,"140000.000000","",,,"180000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7003","March","LCU/tonne",,,"155000.000000","",,,"180000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7004","April","LCU/tonne",,,"160000.000000","",,,"170000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7005","May","LCU/tonne",,,"160000.000000","",,,"160000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7006","June","LCU/tonne",,,"160000.000000","",,,"160000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7007","July","LCU/tonne",,,"150000.000000","",,,"160000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7008","August","LCU/tonne",,,"160000.000000","",,,"160000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7009","September","LCU/tonne",,,"160000.000000","",,,"175000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7010","October","LCU/tonne",,,"160000.000000","",,,"200000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7011","November","LCU/tonne",,,"180000.000000","",,,"185000.000000",""
"4","Algeria","1062","Eggs, hen, in shell","7012","December","LCU/tonne",,,"165000.000000","",,,"180000.000000",""
"4","Algeria","406","Garlic","7001","January","LCU/tonne",,,"376000.000000","","178000.000000","","165000.000000",""
"4","Algeria","406","Garlic","7002","February","LCU/tonne",,,"369000.000000","",,,"192000.000000",""
"4","Algeria","406","Garlic","7003","March","LCU/tonne",,,"356000.000000","",,,"217000.000000",""
"4","Algeria","406","Garlic","7004","April","LCU/tonne",,,"337000.000000","",,,"224000.000000",""
"4","Algeria","406","Garlic","7005","May","LCU/tonne",,,"327000.000000","",,,"212000.000000",""
"4","Algeria","406","Garlic","7006","June","LCU/tonne",,,"315000.000000","",,,"178000.000000",""
"4","Algeria","406","Garlic","7007","July","LCU/tonne",,,"307000.000000","",,,"139000.000000",""
"4","Algeria","406","Garlic","7008","August","LCU/tonne",,,"291000.000000","",,,"129000.000000",""
"4","Algeria","406","Garlic","7009","September","LCU/tonne",,,"273000.000000","",,,"156000.000000",""
"4","Algeria","406","Garlic","7010","October","LCU/tonne",,,"229000.000000","",,,"175000.000000",""
"4","Algeria","406","Garlic","7011","November","LCU/tonne",,,"232000.000000","",,,"170000.000000",""
"4","Algeria","406","Garlic","7012","December","LCU/tonne",,,"204000.000000","",,,"171000.000000",""
"4","Algeria","560","Grapes","7007","July","LCU/tonne",,,"74000.000000","",,,,
"4","Algeria","560","Grapes","7008","August","LCU/tonne",,,"90000.000000","",,,"107000.000000",""
"4","Algeria","560","Grapes","7009","September","LCU/tonne",,,"101000.000000","",,,"87000.000000",""
"4","Algeria","560","Grapes","7010","October","LCU/tonne",,,"123000.000000","",,,"90000.000000",""
"4","Algeria","560","Grapes","7011","November","LCU/tonne",,,"150000.000000","",,,"108000.000000",""
"4","Algeria","560","Grapes","7012","December","LCU/tonne",,,,,,,"143000.000000",""
"4","Algeria","407","Leeks, other alliaceous vegetables","7001","January","LCU/tonne",,,"30000.000000","","24000.000000","",,
"4","Algeria","407","Leeks, other alliaceous vegetables","7002","February","LCU/tonne",,,"28000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7003","March","LCU/tonne",,,"30000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7004","April","LCU/tonne",,,"32000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7005","May","LCU/tonne",,,"35000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7006","June","LCU/tonne",,,"31000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7007","July","LCU/tonne",,,"35000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7008","August","LCU/tonne",,,"68000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7009","September","LCU/tonne",,,"76000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7010","October","LCU/tonne",,,"47000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7011","November","LCU/tonne",,,"35000.000000","",,,,
"4","Algeria","407","Leeks, other alliaceous vegetables","7012","December","LCU/tonne",,,"26000.000000","",,,,
"4","Algeria","497","Lemons and limes","7001","January","LCU/tonne",,,"38000.000000","","36000.000000","","58000.000000",""
"4","Algeria","497","Lemons and limes","7002","February","LCU/tonne",,,"36000.000000","",,,"52000.000000",""
"4","Algeria","497","Lemons and limes","7003","March","LCU/tonne",,,"36000.000000","",,,"53000.000000",""
"4","Algeria","497","Lemons and limes","7004","April","LCU/tonne",,,"35000.000000","",,,"54000.000000",""
"4","Algeria","497","Lemons and limes","7005","May","LCU/tonne",,,"38000.000000","",,,"78000.000000",""
"4","Algeria","497","Lemons and limes","7006","June","LCU/tonne",,,"50000.000000","",,,"107000.000000",""
"4","Algeria","497","Lemons and limes","7007","July","LCU/tonne",,,"81000.000000","",,,"123000.000000",""
"4","Algeria","497","Lemons and limes","7008","August","LCU/tonne",,,"141000.000000","",,,"125000.000000",""
"4","Algeria","497","Lemons and limes","7009","September","LCU/tonne",,,"129000.000000","",,,"126000.000000",""
"4","Algeria","497","Lemons and limes","7010","October","LCU/tonne",,,"76000.000000","",,,"107000.000000",""
"4","Algeria","497","Lemons and limes","7011","November","LCU/tonne",,,"55000.000000","",,,"84000.000000",""
"4","Algeria","497","Lemons and limes","7012","December","LCU/tonne",,,"40000.000000","",,,"62000.000000",""
"4","Algeria","372","Lettuce and chicory","7001","January","LCU/tonne",,,"50000.000000","","39000.000000","","53000.000000",""
"4","Algeria","372","Lettuce and chicory","7002","February","LCU/tonne",,,"49000.000000","",,,"59000.000000",""
"4","Algeria","372","Lettuce and chicory","7003","March","LCU/tonne",,,"48000.000000","",,,"63000.000000",""
"4","Algeria","372","Lettuce and chicory","7004","April","LCU/tonne",,,"38000.000000","",,,"53000.000000",""
"4","Algeria","372","Lettuce and chicory","7005","May","LCU/tonne",,,"33000.000000","",,,"41000.000000",""
"4","Algeria","372","Lettuce and chicory","7006","June","LCU/tonne",,,"35000.000000","",,,"45000.000000",""
"4","Algeria","372","Lettuce and chicory","7007","July","LCU/tonne",,,"41000.000000","",,,"44000.000000",""
"4","Algeria","372","Lettuce and chicory","7008","August","LCU/tonne",,,"45000.000000","",,,"45000.000000",""
"4","Algeria","372","Lettuce and chicory","7009","September","LCU/tonne",,,"52000.000000","",,,"71000.000000",""
"4","Algeria","372","Lettuce and chicory","7010","October","LCU/tonne",,,"49000.000000","",,,"73000.000000",""
"4","Algeria","372","Lettuce and chicory","7011","November","LCU/tonne",,,"46000.000000","",,,"43000.000000",""
"4","Algeria","372","Lettuce and chicory","7012","December","LCU/tonne",,,"35000.000000","",,,"41000.000000",""
"4","Algeria","867","Meat, cattle","7001","January","LCU/tonne",,,"647000.000000","Fc","741000.000000","Fc","829000.000000","Fc"
"4","Algeria","867","Meat, cattle","7002","February","LCU/tonne",,,"648000.000000","Fc",,,"835000.000000","Fc"
"4","Algeria","867","Meat, cattle","7003","March","LCU/tonne",,,"630000.000000","Fc",,,"835000.000000","Fc"
"4","Algeria","867","Meat, cattle","7004","April","LCU/tonne",,,"641000.000000","Fc",,,"825000.000000","Fc"
"4","Algeria","867","Meat, cattle","7005","May","LCU/tonne",,,"642000.000000","Fc",,,"817000.000000","Fc"
"4","Algeria","867","Meat, cattle","7006","June","LCU/tonne",,,"651000.000000","Fc",,,"820000.000000","Fc"
"4","Algeria","867","Meat, cattle","7007","July","LCU/tonne",,,"640000.000000","Fc",,,"815000.000000","Fc"
"4","Algeria","867","Meat, cattle","7008","August","LCU/tonne",,,"683000.000000","Fc",,,"833000.000000","Fc"
"4","Algeria","867","Meat, cattle","7009","September","LCU/tonne",,,"707000.000000","Fc",,,"851000.000000","Fc"
"4","Algeria","867","Meat, cattle","7010","October","LCU/tonne",,,"709000.000000","Fc",,,"901000.000000","Fc"
"4","Algeria","867","Meat, cattle","7011","November","LCU/tonne",,,"717000.000000","Fc",,,"895000.000000","Fc"
"4","Algeria","867","Meat, cattle","7012","December","LCU/tonne",,,"747000.000000","Fc",,,"848000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7001","January","LCU/tonne",,,"216000.000000","Fc","283000.000000","Fc","304000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7002","February","LCU/tonne",,,"262000.000000","Fc",,,"243000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7003","March","LCU/tonne",,,"252000.000000","Fc",,,"199000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7004","April","LCU/tonne",,,"250000.000000","Fc",,,"188000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7005","May","LCU/tonne",,,"243000.000000","Fc",,,"189000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7006","June","LCU/tonne",,,"227000.000000","Fc",,,"225000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7007","July","LCU/tonne",,,"229000.000000","Fc",,,"282000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7008","August","LCU/tonne",,,"246000.000000","Fc",,,"327000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7009","September","LCU/tonne",,,"233000.000000","Fc",,,"327000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7010","October","LCU/tonne",,,"215000.000000","Fc",,,"259000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7011","November","LCU/tonne",,,"218000.000000","Fc",,,"217000.000000","Fc"
"4","Algeria","1058","Meat, chicken","7012","December","LCU/tonne",,,"250000.000000","Fc",,,"223000.000000","Fc"
"4","Algeria","977","Meat, sheep","7001","January","LCU/tonne",,,"692000.000000","Fc","857000.000000","Fc","1058000.000000","Fc"
"4","Algeria","977","Meat, sheep","7002","February","LCU/tonne",,,"662000.000000","Fc",,,"1060000.000000","Fc"
"4","Algeria","977","Meat, sheep","7003","March","LCU/tonne",,,"654000.000000","Fc",,,"1060000.000000","Fc"
"4","Algeria","977","Meat, sheep","7004","April","LCU/tonne",,,"660000.000000","Fc",,,"1067000.000000","Fc"
"4","Algeria","977","Meat, sheep","7005","May","LCU/tonne",,,"664000.000000","Fc",,,"1044000.000000","Fc"
"4","Algeria","977","Meat, sheep","7006","June","LCU/tonne",,,"677000.000000","Fc",,,"1061000.000000","Fc"
"4","Algeria","977","Meat, sheep","7007","July","LCU/tonne",,,"703000.000000","Fc",,,"1083000.000000","Fc"
"4","Algeria","977","Meat, sheep","7008","August","LCU/tonne",,,"750000.000000","Fc",,,"1096000.000000","Fc"
"4","Algeria","977","Meat, sheep","7009","September","LCU/tonne",,,"756000.000000","Fc",,,"1119000.000000","Fc"
"4","Algeria","977","Meat, sheep","7010","October","LCU/tonne",,,"779000.000000","Fc",,,"1161000.000000","Fc"
"4","Algeria","977","Meat, sheep","7011","November","LCU/tonne",,,"809000.000000","Fc",,,"1120000.000000","Fc"
"4","Algeria","977","Meat, sheep","7012","December","LCU/tonne",,,"850000.000000","Fc",,,"1109000.000000","Fc"
"4","Algeria","568","Melons, other (inc.cantaloupes)","7006","June","LCU/tonne",,,"63000.000000","",,,"70000.000000",""
"4","Algeria","568","Melons, other (inc.cantaloupes)","7007","July","LCU/tonne",,,"45000.000000","",,,"58000.000000",""
"4","Algeria","568","Melons, other (inc.cantaloupes)","7008","August","LCU/tonne",,,"41000.000000","",,,"47000.000000",""
"4","Algeria","568","Melons, other (inc.cantaloupes)","7009","September","LCU/tonne",,,"41000.000000","",,,"39000.000000",""
"4","Algeria","568","Melons, other (inc.cantaloupes)","7010","October","LCU/tonne",,,"46000.000000","",,,"45000.000000",""
"4","Algeria","568","Melons, other (inc.cantaloupes)","7011","November","LCU/tonne",,,"66000.000000","",,,"54000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7001","January","LCU/tonne",,,"40000.000000","","37000.000000","","38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7002","February","LCU/tonne",,,"38000.000000","",,,"38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7003","March","LCU/tonne",,,"39000.000000","",,,"38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7004","April","LCU/tonne",,,"40000.000000","",,,"38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7005","May","LCU/tonne",,,"39000.000000","",,,"38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7006","June","LCU/tonne",,,"39000.000000","",,,"38000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7007","July","LCU/tonne",,,"39000.000000","",,,"39000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7008","August","LCU/tonne",,,"39000.000000","",,,"39000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7009","September","LCU/tonne",,,"38000.000000","",,,"39000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7010","October","LCU/tonne",,,"37000.000000","",,,"39000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7011","November","LCU/tonne",,,"37000.000000","",,,"39000.000000",""
"4","Algeria","882","Milk, whole fresh cow","7012","December","LCU/tonne",,,"36000.000000","",,,"40000.000000",""
"4","Algeria","403","Onions, dry","7001","January","LCU/tonne",,,"29000.000000","","31000.000000","","61000.000000",""
"4","Algeria","403","Onions, dry","7002","February","LCU/tonne",,,"31000.000000","",,,"66000.000000",""
"4","Algeria","403","Onions, dry","7003","March","LCU/tonne",,,"32000.000000","",,,"73000.000000",""
"4","Algeria","403","Onions, dry","7004","April","LCU/tonne",,,"29000.000000","",,,"93000.000000",""
"4","Algeria","403","Onions, dry","7005","May","LCU/tonne",,,"33000.000000","",,,"101000.000000",""
"4","Algeria","403","Onions, dry","7006","June","LCU/tonne",,,"28000.000000","",,,"76000.000000",""
"4","Algeria","403","Onions, dry","7007","July","LCU/tonne",,,"23000.000000","",,,"22000.000000",""
"4","Algeria","403","Onions, dry","7008","August","LCU/tonne",,,"25000.000000","",,,"22000.000000",""
"4","Algeria","403","Onions, dry","7009","September","LCU/tonne",,,"25000.000000","",,,"18000.000000",""
"4","Algeria","403","Onions, dry","7010","October","LCU/tonne",,,"24000.000000","",,,"17000.000000",""
"4","Algeria","403","Onions, dry","7011","November","LCU/tonne",,,"26000.000000","",,,"16000.000000",""
"4","Algeria","403","Onions, dry","7012","December","LCU/tonne",,,"28000.000000","",,,"16000.000000",""
"4","Algeria","402","Onions, shallots, green","7001","January","LCU/tonne",,,"21000.000000","","23000.000000","","40000.000000",""
"4","Algeria","402","Onions, shallots, green","7002","February","LCU/tonne",,,"22000.000000","",,,"43000.000000",""
"4","Algeria","402","Onions, shallots, green","7003","March","LCU/tonne",,,"20000.000000","",,,"41000.000000",""
"4","Algeria","402","Onions, shallots, green","7004","April","LCU/tonne",,,"18000.000000","",,,"42000.000000",""
"4","Algeria","402","Onions, shallots, green","7005","May","LCU/tonne",,,"19000.000000","",,,"29000.000000",""
"4","Algeria","402","Onions, shallots, green","7006","June","LCU/tonne",,,"18000.000000","",,,"21000.000000",""
"4","Algeria","402","Onions, shallots, green","7007","July","LCU/tonne",,,"15000.000000","",,,"19000.000000",""
"4","Algeria","402","Onions, shallots, green","7008","August","LCU/tonne",,,"19000.000000","",,,"19000.000000",""
"4","Algeria","402","Onions, shallots, green","7012","December","LCU/tonne",,,"24000.000000","",,,"26000.000000",""
"4","Algeria","490","Oranges","7001","January","LCU/tonne",,,"65000.000000","","74000.000000","","76000.000000",""
"4","Algeria","490","Oranges","7002","February","LCU/tonne",,,"67000.000000","",,,"76000.000000",""
"4","Algeria","490","Oranges","7003","March","LCU/tonne",,,"74000.000000","",,,"89000.000000",""
"4","Algeria","490","Oranges","7004","April","LCU/tonne",,,"77000.000000","",,,"103000.000000",""
"4","Algeria","490","Oranges","7005","May","LCU/tonne",,,"88000.000000","",,,"110000.000000",""
"4","Algeria","490","Oranges","7006","June","LCU/tonne",,,"94000.000000","",,,"117000.000000",""
"4","Algeria","490","Oranges","7007","July","LCU/tonne",,,"99000.000000","",,,"115000.000000",""
"4","Algeria","490","Oranges","7008","August","LCU/tonne",,,"103000.000000","",,,,
"4","Algeria","490","Oranges","7009","September","LCU/tonne",,,"110000.000000","",,,,
"4","Algeria","490","Oranges","7010","October","LCU/tonne",,,,,,,"95000.000000",""
"4","Algeria","490","Oranges","7011","November","LCU/tonne",,,"93000.000000","",,,,
"4","Algeria","490","Oranges","7012","December","LCU/tonne",,,"75000.000000","",,,"93000.000000",""
"4","Algeria","521","Pears","7001","January","LCU/tonne",,,"84000.000000","","113000.000000","","133000.000000",""
"4","Algeria","521","Pears","7002","February","LCU/tonne",,,"80000.000000","",,,"173000.000000",""
"4","Algeria","521","Pears","7003","March","LCU/tonne",,,"88000.000000","",,,,
"4","Algeria","521","Pears","7004","April","LCU/tonne",,,"73000.000000","",,,"200000.000000",""
"4","Algeria","521","Pears","7006","June","LCU/tonne",,,"116000.000000","",,,,
"4","Algeria","521","Pears","7007","July","LCU/tonne",,,"81000.000000","",,,"104000.000000",""
"4","Algeria","521","Pears","7008","August","LCU/tonne",,,"102000.000000","",,,"94000.000000",""
"4","Algeria","521","Pears","7009","September","LCU/tonne",,,"89000.000000","",,,"79000.000000",""
"4","Algeria","521","Pears","7010","October","LCU/tonne",,,"88000.000000","",,,"86000.000000",""
"4","Algeria","521","Pears","7011","November","LCU/tonne",,,"105000.000000","",,,"95000.000000",""
"4","Algeria","521","Pears","7012","December","LCU/tonne",,,"102000.000000","",,,"102000.000000",""
"4","Algeria","417","Peas, green","7001","January","LCU/tonne",,,"93000.000000","","100000.000000","","120000.000000",""
"4","Algeria","417","Peas, green","7002","February","LCU/tonne",,,"90000.000000","",,,"85000.000000",""
"4","Algeria","417","Peas, green","7003","March","LCU/tonne",,,"69000.000000","",,,"72000.000000",""
"4","Algeria","417","Peas, green","7004","April","LCU/tonne",,,"48000.000000","",,,"54000.000000",""
"4","Algeria","417","Peas, green","7005","May","LCU/tonne",,,"56000.000000","",,,"48000.000000",""
"4","Algeria","417","Peas, green","7006","June","LCU/tonne",,,"67000.000000","",,,"68000.000000",""
"4","Algeria","417","Peas, green","7007","July","LCU/tonne",,,"57000.000000","",,,,
"4","Algeria","417","Peas, green","7011","November","LCU/tonne",,,"106000.000000","",,,,
"4","Algeria","417","Peas, green","7012","December","LCU/tonne",,,"88000.000000","",,,"147000.000000",""
"4","Algeria","116","Potatoes","7001","January","LCU/tonne",,,"25000.000000","","36000.000000","","39000.000000",""
"4","Algeria","116","Potatoes","7002","February","LCU/tonne",,,"27000.000000","",,,"45000.000000",""
"4","Algeria","116","Potatoes","7003","March","LCU/tonne",,,"32000.000000","",,,"41000.000000",""
"4","Algeria","116","Potatoes","7004","April","LCU/tonne",,,"32000.000000","",,,"34000.000000",""
"4","Algeria","116","Potatoes","7005","May","LCU/tonne",,,"29000.000000","",,,"22000.000000",""
