"Sector(s):","Total Bilateral Aid To All Sectors","","Flow(s):","ODA","","Donor(s):","All Donors, Total","","Flow Type(s):","Net Disbursements","","Amount:","Current Prices (USD millions)","",

"","Time Period","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Recipient(s)",
"Equatorial Guinea","","..","..","..","..","..","..","..","..","..","..","..","..","..","1.01","15.89","2.18","0.42","0.84","0.59","2.63","9.23","10.23","13.96","11.12","14.97","17.11","20.4","53.23","47.91","56.22","60.23","62.18","61.82","52.66","29.73","33.4","30.82","23.79","22.06","20.14","21.27","13.24","20.15","20.93","29.15","38.13","26.21","31.36","32.08","31.49","84.71","24.3","14.2","4.34","0.57"
"Eritrea","","..","..","..","..","..","..","..","..","..","..","..","0.03","..","0.62","2.15","1.62","..","2.12","4.93","4.14","4.68","5.61","4.5","4.5","4.5","..","1","2","2","..","4.5","..","1","67.71","154.15","148.29","157.49","123.32","167.31","148.68","177.02","283.7","225.79","316.97","264.9","349.22","125.8","158.37","143.48","143.69","160.59","132.96","133.79","80.94","83.32"
"Ethiopia","","15.35","20.96","26.94","24.9","15.98","20.93","25.4","27.68","42.35","38.74","39.68","46.98","47.32","66.28","116.9","131.95","139.75","115.09","139.32","190.58","211.1","244.85","199.33","338.15","359.41","718.41","631.11","623.28","965.44","727.79","1009.25","1091.87","1162.51","1080.73","1063.09","876.49","816.01","578.35","660.17","643.11","687.22","1103.13","1324.38","1626.43","1828.37","1927.83","2033.56","2558.42","3328.7","3818.83","3452.5","3492.89","3220.63","3884.86","3585.11"
"Fiji","","1.08","1.01","10.82","4.43","3.44","4.36","4.11","2.83","6.21","8.75","6.96","10.64","8.46","14.57","14.85","19.36","23.16","23.07","26.32","30.71","35.87","40.26","35.03","32.44","31.02","31.51","42.08","35.49","53.83","42.69","49.58","44.81","63.42","61.22","40.61","44.4","46.79","44.44","36.82","34.87","29.12","25.93","34.42","51.12","65.56","66.14","55.65","50.81","45.25","70.99","76.49","78.8","107.34","91.24","91.98"
"Former Yugoslav Republic of Macedonia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3.32","104.26","78.8","105.39","98.28","104.91","276.83","250.19","247.2","273.53","265.73","263.44","227.3","205.25","200.73","204.71","192.47","192.83","194.51","149.69","197.23","210.77"
"French Polynesia","","..","..","..","..","..","..","13.44","15.14","18.22","18.49","19.77","19.67","27.49","50.35","37.66","71.74","77.65","83.23","90.65","143.92","159.46","146.68","173.22","177.8","172.04","171.99","247.6","294.48","331.18","288.62","259.66","311.47","326.79","333.49","367.91","450.93","404.07","367.39","370.37","351.5","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Gabon","","0.02","0.56","2.64","4.06","14.86","13.02","13.48","15","13.29","18.71","23.76","23.72","26.82","39.19","24.62","60.4","33.96","27.17","43.43","36.62","55.58","43.17","61.85","63.46","75.28","60.75","78.65","82.26","105.74","132.06","131.23","142.71","68.31","100.66","180.83","143.54","126.31","38.83","44.56","47.61","11.66","8.53","71.66","-10.57","39.87","60.43","29.05","51.14","62.05","77.21","103.98","73.32","73.2","89.64","111.37"
"Gambia","","0.54","1.43","2.55","5.12","2.55","4.25","3.59","3.01","5.84","3.67","1.31","3.53","4.88","6.44","10.19","8.04","10.85","21.25","34.18","34.31","52.64","67.38","46.11","40.38","51.75","48.04","101.4","103.29","83.22","98.66","97.26","99.54","108.84","84.9","68.89","45.43","36.06","38.77","39.32","34.22","49.64","52.86","65.55","62.95","60.85","60.45","74.94","97.2","93.95","127.48","119.97","134.54","138.74","115.26","99.68"
"Georgia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.21","20.35","104.78","177.32","209.06","309.37","241.88","208.52","244.34","169.15","291.35","314.44","230.01","313.42","292.09","356.14","379.65","888.39","907.7","627.77","587.95","660.45","647.27","562.79"
"Ghana","","2.94","2.97","5.61","18.01","20.22","46.22","62.19","45.28","62.2","71.27","59.1","56.84","58.56","40.9","36.32","124.21","61.54","90.17","112.18","168.22","190.81","144.12","138.73","108.39","213.12","194.33","358.88","409.02","575.59","715.53","559.72","878.63","612.78","625.82","546.28","648.43","649.83","493.62","701.55","607.78","598.17","640.62","686.2","983.45","1418.69","1150.69","1243.24","1165.21","1306.93","1581.82","1690.2","1800.23","1798.55","1330.03","1126.43"
"Gibraltar","","0.47","0.87","0.43","-0.01","0.51","1.06","1.79","2.72","0.9","1.38","2.65","3.82","4.19","6.25","6.62","3.03","2.95","4.45","3.53","6.53","11.15","7.42","3.12","3.39","10.96","28.92","20.82","14.56","16.19","0.45","0.56","2.57","3.14","-0.01","0.57","0.21","-0.24","0.37","0.22","0.03","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Grenada","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.05","1.85","2.75","2.72","3.34","2.59","2.84","3.85","6.06","6.15","7.42","27.47","34.41","23.94","19.13","20.03","14.65","13.8","16.45","12.93","7.87","23.61","10.82","11.85","8.88","6.22","10.29","16.5","10.99","10.12","10.78","15.64","52.5","26.74","23.05","33.1","47.81","33.84","12.23","7.65","11.16","39.3"
"Guatemala","","15.81","14.17","9.35","11.91","12.16","14.18","10.57","17.47","16.62","17.36","21.97","19.57","27.11","26.56","26.15","39.54","65.08","61.53","71.28","66.52","72.6","75.29","63.58","75.64","65.32","82.73","134.73","240.49","235.13","262.31","201.37","196.43","195.73","212.43","218.2","208.41","192.34","264.41","233.4","293.14","263.13","234.3","249.55","246.78","217.12","256.59","484.29","454.38","536.03","375.58","389.06","379.27","303.24","495.21","276.99"
"Guinea","","0.16","2.53","10.19","23.3","14.14","24.02","14.39","8","6.1","13.43","10.25","9.55","4.79","11.22","19.81","24.37","10.41","22.6","59.3","55.56","88.67","106.51","115.49","66.48","120.22","112.92","168.27","220.81","254.96","363.16","291.58","377.52","447.28","410.28","358.23","415.92","298.06","381.27","359.38","237.64","152.93","288.85","253.86","254.33","278.53","198.18","169.56","228.02","328.3","214.34","217.79","203.63","339.61","472.58","560.99"
"Guinea-Bissau","","..","0.81","..","..","..","..","2.81","0.51","..","0.07","..","0.11","..","0.01","10.06","20.76","24.85","39.05","49.61","52.53","58.1","64.12","63.23","63.03","54.39","56.47","69.25","111.07","100.82","114.9","126.35","112.82","107.3","94.53","174.36","117.6","180.77","124.35","95.83","52.42","81.07","60.7","60.04","150.44","76.39","66.03","87.02","122.32","133.78","146.55","125.39","119.68","78.87","104.07","108.77"
"Guyana","","7.57","9.38","8.32","6.15","5.07","6.99","8.67","11.35","15.16","18.1","16.98","16.43","12.46","8.09","12.14","10.1","22.03","11.61","27.71","34.2","41.73","65.7","38.97","30.63","23.04","26.87","29.86","27.62","26.95","43.96","168.31","129.38","89.84","106.33","81.31","85.69","141.8","264.63","92.89","87.17","115.84","112.14","71.83","96.06","145.14","149.93","174.32","127.85","166.28","173.35","166.83","157.91","114.21","101.52","159.29"
"Haiti","","9.74","13.17","4.92","3.31","3.91","6.29","4.17","3.54","5.81","5.04","7.72","6.1","6.73","7.79","13.66","56.16","70.31","86.09","91.08","90.79","103.92","106.13","126.09","131.89","131.97","148.82","180.63","212.91","141.73","195.97","167.39","177.29","100.98","120.65","599.84","722.22","367.31","324.97","406.97","262.8","207.81","170.33","155.77","212.77","298.58","425.59","581.6","701.59","912.06","1119.66","3036.01","1689.85","1271.65","1151.55","1083.5"
"Honduras","","4.77","6.37","6","9.55","11.95","12.87","10.96","11.41","19.02","18.87","20.35","15.34","16.65","14.88","26.37","50.54","39.02","56.08","91.86","96.5","102.48","108.88","157.65","189.89","285.48","269.66","279.44","253.53","321.26","253.38","448.49","301.7","373.39","336.17","292.45","402.38","356.03","296.37","316.38","815.59","448.29","657.07","421.12","393.77","657.92","690.05","594.36","464.34","564.33","456.05","633.22","619.3","568.25","627.28","603.89"
"Hong Kong, China","","5.83","5.12","1.91","5.45","0.28","4.25","2.47","2.65","1.32","1.29","1.41","3.63","2.89","0.91","1.03","-1.14","2.68","2.07","2.35","11.91","10.89","9.52","7.93","8.78","13.75","20.48","18.47","19.39","22.1","40.62","38.16","36.07","-39","30.27","26.87","17.73","13.2","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"India","","729.63","616.59","677.27","977.44","1216.01","1284.2","1240.4","1372.82","924.41","905.26","824.66","1002.4","613.9","778.71","1230.4","1605.19","1744.61","988.81","1131.15","1363.19","2185.96","1972.47","1635.75","1830.51","1665.94","1587.01","1989.94","1695.48","1948.29","1769.42","1398.93","2736.23","2422.85","1462.16","2317.38","1729.41","1892.51","1641.27","1604.15","1483.59","1372.84","1732.09","1757.87","729.78","774.02","1875.79","1384.3","1390.5","2117.07","2500.39","2811.78","3245.19","1667.24","2435.28","2983.56"
"Indonesia","","83.08","113.8","157.73","108.15","66.9","42.87","82.93","229.44","326.03","328.68","465.08","585.24","498.92","612.83","660.54","686.67","666.63","512.92","631.06","718.91","941.31","967.27","897.17","737.62","666.08","596.87","704.51","1239.56","1625.66","1830.86","1715.86","1824.48","1969.23","1931.72","1548.42","1301.19","1070.62","805.52","1254.14","2122.66","1653","1464.81","1304.65","1771.57","131.87","2533.99","1318.32","903.87","1230.62","1046.53","1389.57","404.8","64.62","64.77","-388.22"
"Iran","","27.13","129.8","56.41","27.35","4.27","21.42","11.34","32.13","8.38","17.04","20.95","7.55","8.88","-3.74","9.08","1.52","-5.46","38.69","243.05","5.84","28.16","4.84","-0.63","42.72","7.8","11.43","26.31","70.88","81.33","91.29","106.45","193.4","105.7","140.08","129.64","186.54","164.1","200.13","164.33","161.26","129.87","115.53","114.52","130.33","190.75","108.98","115.83","102.36","98.39","92.13","121.19","103.28","148.89","129.41","80.53"
"Iraq","","1.45","0.68","2.18","5.16","12.88","10.72","4.09","4.08","2.29","4.29","8.06","16.36","22.71","13.3","4.23","110.33","20.3","81.72","73.92","28.9","12.43","262.77","3.62","6.87","-1.98","19.9","28.28","86.36","6.5","10.87","63.09","552.48","138.1","168.7","253.5","332.77","349.74","221.93","117.76","76.79","101.83","122.7","113.38","2287.65","4650.65","22057.09","8889.32","9204.34","9884.53","2791.1","2178.33","1914.69","1300.72","1540.75","1369.83"
"Israel","","105.26","107.35","106.4","113.64","95.96","122.83","111.1","70.67","61.99","55.15","63.16","72.22","85.37","186.04","117.59","467.48","643.34","797.4","899.67","1184.68","892.16","772.41","857.44","1344.98","1255.91","1978.4","1937.11","1250.8","1241.06","1191.76","1371.89","1749.46","2065.77","1266.17","1237.18","335.59","2216.76","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Jamaica","","..","10.09","12.6","3.45","4","9.87","10.22","9.76","16.06","13.27","10.5","22.17","16.95","18.92","25.86","24.11","25.84","33.01","121.86","122.27","125.25","153.96","179.5","180.29","170.06","168.57","177.17","167.01","192.1","261.53","270.62","159.42","118.27","99.73","114.57","107.74","57.75","71.22","18.57","-22.49","8.56","54","24.02","6.52","82.63","39.59","37.19","28.08","85.81","149.3","140.99","38.99","26.62","70.22","92.29"
"Jordan","","88.29","91.79","81.73","82.65","75.55","68.95","76.92","53.5","45.73","48.53","80.08","64.31","109.29","205.38","311.42","491.68","573.2","441","472.14","1461.29","1576.13","1248.99","904","854.17","701.36","607.42","632.92","646.49","475.68","338.47","951.66","939.31","425.27","309.58","372.55","539.15","506.9","472.56","412.45","433.74","552.72","449.42","563.15","1325.8","603.01","708.45","572.57","640.23","737.9","740.37","951.25","970.98","1157.29","1402.71","2699.07"
"Kazakhstan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","111.5","12.07","15.35","53.27","64.83","124.45","141.15","223.26","174.98","189.19","157","187.42","293.86","267.76","228.88","174.3","210.82","335.41","297.52","226.38","201.43","128.66","88.21","88.43"
"Kenya","","21.11","63.23","49.12","55.59","56.71","72.13","55.41","36.71","60.71","55.81","57.35","66.85","71.86","94.97","116.58","124.82","154.6","160.76","245.61","348.34","394.79","448.15","484.6","396.1","408.43","426.66","442.96","557.22","832.03","1059.7","1181.29","916.46","883.14","914.39","676.63","731.85","595.02","448.6","415.21","310.47","512.72","471.23","392.81","523","660.24","759.2","946.7","1326.78","1365.96","1776.2","1624.65","2480.6","2653.03","3311.62","2665.12"
"Kiribati","","0.02","0.26","0.32","0.41","0.28","0.43","0.62","1.43","1.28","1.38","2.18","2.54","4.21","5.97","5.61","5.66","4.03","6.17","10.71","9.06","19.16","15.33","15.1","16.8","11.94","12.03","13.38","18.36","16.16","17.45","20.22","19.8","26.54","15.73","15.28","15.34","12.8","15.68","17.31","20.86","17.87","12.43","20.88","18.97","16.71","27.99","26.86","26.96","27.1","27.14","22.82","63.99","64.66","64.58","79.11"
"Korea","","250.71","229.15","236.21","262.2","171.69","220.49","227.63","256.09","246.43","338.3","274.67","324.51","365.43","282","252.1","248.14","217.92","238.51","164.02","133.66","138.62","330.37","33.88","7.71","-36.83","-8.92","-17.59","10.75","9.36","51.39","52","54.13","-3.1","-35.11","-114.23","57","-148.9","-159.65","-50.37","-55.1","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Kosovo","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","782.13","527.52","583.18","566.74","568.55","579.52"
"Kuwait","","..","-0.16","-2.48","-1.01","-0.88","-1.28","-1.44","-1.44","0.01","0.33","0.35","0.51","0.59","0.39","0.38","0.33","0.19","0.51","0.94","1.17","10.25","9.4","5.86","5.16","4.47","4.21","4.96","3.39","5.94","4.72","12.86","11.76","6.53","2.03","4.47","4.23","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Kyrgyzstan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","21.08","95.01","173.5","284.67","230.45","239.55","239.45","283.13","214.71","187.94","185.61","200.1","261.37","267.88","310.55","274.45","359.94","313.38","381.71","524.74","471.64","536.4","624.09"
"Lao People's Democratic Republic","","33.37","51.68","31.24","36.5","45.79","68.2","69.19","74.02","60","66.8","69.24","72.32","66.74","75.56","59.87","38.34","28.62","31.63","71.09","54.05","45.85","42.9","45.25","35.66","35.98","39.66","46.69","57.29","75.82","142.99","149.07","139.75","162.64","200.03","214.2","306.91","331.01","328.68","275.43","294.36","280.64","244.84","278.48","301.06","269.9","301.94","363.71","396.12","495.59","418.98","413.77","397.92","408.82","421.04","472.39"
"Lebanon","","13.41","12.81","9.2","8.18","2.96","7.94","8.42","8.68","19.05","9.23","19.98","6.07","15.02","11.63","139.2","14.3","39.15","135.84","232.95","123.48","297.83","454.98","187.01","125.9","77.18","82.41","62.33","101.15","144.17","117.81","285.68","125.24","110.17","140.37","228.03","191.29","234.63","260.59","340.18","193.96","200.01","198.42","203.27","534.38","265.75","230.48","819.04","978.97","1069.87","580.29","447.68","476.34","711.51","621.01","819.62"
"Lesotho","","1.56","4.14","5.93","5.64","5.66","9.49","12.54","13.78","13.18","13.07","9.73","16.57","13.84","13.93","20.62","28.48","28.52","36.67","49.41","64.71","93.16","103.25","92.35","106.18","98.46","92.18","85.38","104.85","108.9","134.51","139.13","123.31","143.16","143.06","115.62","112.65","103.21","91.34","61.17","31.02","36.67","55.12","76.8","78.87","98.04","67.49","70.62","128.79","143.8","122.39","255.92","256.58","274.49","319.59","103.61"
"Liberia","","9.92","26.87","79.08","34.09","15.74","35.31","37.96","25.66","16.33","16.37","12.89","12.75","12.91","10.29","14.54","20.01","26.46","32.62","46.57","80.38","97.05","108.19","108.31","117.25","130.51","90.49","96.84","78.1","64.22","60.13","113.74","157.63","119.6","122.33","63.4","123.1","172.67","75.69","71.99","93.95","67.42","38.48","55.16","106.94","213.25","222.49","260.45","701.39","1250.99","512.57","1412.79","761","565.87","535.08","744.33"
"Libya","","42.86","36.68","32.06","26.14","18.6","7.89","2","2.01","6.88","7.28","4.3","3.37","7.09","12.31","11.33","1.55","6.97","6.32","5.17","3.43","12.13","4.69","107.62","5.25","4.64","5.23","10.74","6.13","5.5","9.78","8.34","7.49","3.28","2.87","3.95","5.84","3.77","3.98","5.55","4.7","..","..","..","..","..","23.77","37.51","19.41","74.2","41.06","8.54","641.1","87.09","128.85","210.3"
"Macau, China","","1.78","1.2","..","1.02","..","..","0.34","0.14","0.17","0.07","0.21","0.24","0.09","0.12","0.03","0.02","..","..","..","0.02","4.43","0.01","0.72","0.56","0.45","0.42","0.36","0.14","0.35","0.33","0.23","0.12","0.13","0.18","0.29","-4.01","0.32","0.36","0.5","0.32","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Madagascar","","2.65","1.49","4.99","8.29","47.59","50.82","47.7","43.64","48.62","45.57","47.95","46.88","54.7","52.5","62.75","82.21","61.35","60.58","90.47","137.09","229.55","232.98","240.12","181.18","150.21","184.64","309.82","330.59","295.98","347.23","396.96","455.11","361.55","361.22","288.14","299.41","354.69","833","480.5","358.1","320.2","370.25","373.96","546.33","1262.75","913.02","781.58","894.07","842.55","443.96","472.21","444.52","375.27","499.08","583.14"
"Malawi","","4.16","8.23","11.61","16.46","32.56","33.91","31.71","30.04","46.93","27.5","36.77","31.52","36.17","29.61","41.39","62.88","61.66","78.91","98.21","141.42","141.18","136.64","120.23","115.49","181.32","112.46","194.49","275.84","375.6","417.3","500.36","549.57","577.04","496.34","470.14","434.14","491.54","343.94","434.52","446.62","446.11","409.43","378.14","518.13","505.61","573.35","722.8","743.95","923.63","771.39","1014.7","796.93","1168.52","1129.55","930.19"
"Malaysia","","13.28","18.91","21.82","12.73","17.18","22.18","28.15","21.1","32.87","30.82","26.36","42.19","50.08","45.03","69.18","99","62.91","70.69","79.82","124.44","134.59","142.96","134.71","175.95","325.94","228.67","191.58","362.86","103.42","139.75","468.49","289.29","203.7","95.22","66.14","108.1","-456.76","-240.51","201.73","144.46","45.67","30.7","86.77","106.68","305.81","26.15","238.71","200.13","154.51","142.96","2.05","38.33","15.37","-119.76","11.92"
"Maldives","","0.03","0.26","0.48","0.3","0.28","0.12","1.99","0.37","0.29","0.17","0.24","0.85","0.64","0.58","0.61","3.25","3.01","3.65","8.1","6.28","20.91","12.67","5.28","10.63","5.42","8.79","15.77","16.97","26.72","27.73","20.86","32.2","36","29.34","29.72","57.75","32.11","25.9","25","30.68","19.15","24.77","27.46","23.24","28.23","75.82","37.52","37.47","54.39","33.2","110.75","53.32","56.53","21.19","24.78"
"Mali","","0.08","2.44","9.56","7.11","17.24","21.61","24.95","17.2","27.89","23.22","22.09","29.84","37.81","70.61","115.89","143.97","87.04","110.2","157.08","187.53","266.42","228.01","208.84","218.37","319.57","378.65","378.69","360.15","435.38","447.18","479.17","449.68","429.69","369.46","439.65","539.91","489.67","428.75","346.7","354.27","288","351.81","424.97","559.19","587.84","721.32","865.79","1018.68","964.09","984.39","1088.92","1267.39","993.85","1397.79","1233.55"
"Malta","","12.33","9.77","8.84","17.24","19.6","16.54","17.44","16.12","16.85","15.05","19.56","16.04","15.04","27.49","21.53","33.65","30.32","31.17","39.53","51.8","15.93","49.37","25.08","44.03","11.41","18.33","6.83","-1.43","-2.83","-5.21","5.31","21.8","4.63","30.87","42.49","9.21","72.17","22.39","21.87","25.1","21.24","1.7","11.04","..","..","..","..","..","..","..","..","..","..","..",".."
"Marshall Islands","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.28","7.68","32.25","49.36","38.88","72.94","62.93","50.33","62.9","57.23","74.01","62.64","56.82","51.09","56.79","55.04","52.12","53.22","58.7","32.31","82.59","84.01","93.91","55.76"
"Mauritania","","0.04","1.01","2.24","1.62","12.08","9.3","21.7","12.49","20.99","11.82","7.51","14.61","13.35","30.88","97.98","83.18","206.19","177.91","240.09","170.17","175.37","223.13","187.68","179.56","172.76","207.56","230.59","193.91","182.93","250.84","236.18","217.4","199.62","337.44","268.54","229.83","271.87","238.59","165.61","222.45","223.46","282.84","363.69","260.66","194.53","188.7","225.61","347.23","452.16","373.47","370.45","380.69","408.12","293.44","257.14"
"Mauritius","","0.53","5.5","4.29","5.81","2.15","2.19","4.38","5.18","9.64","5.4","6.01","9.24","10.56","13.72","24.97","28.42","17.03","22.36","43.78","32.04","33.09","58.28","47.71","40.14","33.41","26.64","54.02","62.6","57.31","60.34","88.29","67.32","45.03","26.08","14.14","23.12","19.39","41.7","40","41.45","20.21","21.03","23.6","-14.13","33.39","34.61","19.22","68.87","109.67","154.97","125.27","187.06","177.89","148.45","48.93"
"Mayotte","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6.9","12.91","18.15","22.65","14.87","12.72","14.59","13.96","20.8","28.3","38.8","43.48","43.33","60.51","72.16","74.73","83.32","104.67","107.75","129.69","104.25","104.37","111.75","103.19","120.19","124.88","166.04","208.45","201.34","337.64","407.24","475.53","544.26","603.85","..","..","..",".."
"Mekong Delta Project","","..","..","..","..","..","..","..","..","0.02","1.83","..","0.14","0.2","0.56","3.95","7.1","0.34","0.34","0.87","0.5","..","..","..","..","..","0.02","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Mexico","","-2.19","68.12","28.94","15.63","-12.91","40.43","41.54","40.8","69.91","58.05","80.14","41.64","58.58","61.1","52.96","56.19","61.2","49.14","14.96","71.69","55.39","98.79","139.07","131.34","82.79","144.15","251.15","155.5","172.35","96.57","156.25","274.18","313.9","420.58","424.14","384.14","284.83","99.7","19.1","35.95","-57.78","118.05","125.15","123.13","107.96","180.48","269.81","113.39","149.14","184.46","470.48","970.23","416.73","561.46","806.7"
"Micronesia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.46","13.6","63.83","103.94","77.16","112.8","95.75","79.89","107.81","101.54","137.56","111.85","114.94","86.31","106.58","108.5","114.88","94.14","120.96","63.42","133.7","143.36","143.16","116.12"
"Moldova","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","65.29","39.63","107.11","122.5","124.76","142.61","122.3","118.51","169.11","229.73","266.29","298.17","243.64","471.83","461.2","473.45","347.03","517.4"
"Mongolia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3.4","3.4","3.4","3.4","2.4","2.4","2.4","2","2.12","5.17","6.52","4.68","3.83","6.09","13.05","70.64","122.78","122.87","183.07","209.02","199.97","250.96","203.71","222.26","216.96","213.61","207.8","252.05","257.96","219.59","205.14","238.68","246.66","371.22","301.12","349.6","444.01","427.27","314.63"
"Montenegro","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8.14","20.13","3.86","95.59","105.65","104.86","75.03","79.58","126.64","103.74","117.98","101.9"
"Montserrat","","..","..","..","..","..","0.83","..","..","..","..","..","..","..","0.03","2.7","4.48","3.37","3.16","1.38","1.39","3.62","3.43","4.03","2.17","1.82","2.2","3.77","3.39","5.66","7.11","8.35","9.32","7.25","9.79","12.82","9.47","14.42","42.75","65.65","40.91","30.94","33.01","43.53","36.59","44.46","27.8","32.37","36.33","34.74","44.08","25.75","46.64","40.26","54.87","39.99"
"Morocco","","59.8","111.33","79.79","94.51","101.38","106.61","98.21","62.21","92.69","77.63","85.56","132.52","101.45","94.16","114.75","270.11","251.51","605.69","428.86","537.38","1160.84","1044.1","850.54","446.78","339.77","865.86","427.78","425.79","483.26","499.12","1241.09","1532.67","953.6","780","683.52","500.56","649.59","471.5","531.14","679.6","434.41","481.7","352.57","572.75","770.03","732.32","1102.18","1221.32","1451.18","1047.21","990.01","1434.71","1465.45","2004.04","2247.03"
"Mozambique","","0.02","3.59","0.09","0.17","-0.04","..","6.85","18.03","0.02","0.03","0.08","0.12","0.13","0.11","0.69","20.33","69.87","79.8","104.08","143.9","167.06","140.25","204.51","207.01","254.32","295.69","420.03","665.21","916.6","805","997.51","1065.1","1459.68","1175.53","1198.94","1062.39","885.73","947.14","1039.8","818.52","906.22","960.72","2219.27","1047.97","1242.86","1297.15","1639.3","1776.55","1996.38","2012.4","1941.11","2064.88","2073.99","2314.68","2103.44"
"Myanmar","","35.66","21.38","28.56","42","21.36","17.11","16.78","12.82","15.51","28.63","23.03","40.84","44.34","70.49","66.7","57.64","70.74","101.47","273.6","362.79","307.91","282.01","316.42","298.57","267.56","344.09","399.45","350.27","435.43","174.57","160.77","177.01","113.98","100.15","167.07","150.16","38.92","49.38","72.14","81.05","105.64","125.67","119.03","125.02","123.45","144.83","145.71","195.89","534.46","355.83","354.79","380.05","504.22","3934.84","1380.08"
"Namibia","","..","..","..","..","..","..","..","..","..","..","..","..","0.02","..","..","..","..","..","..","..","..","..","..","0.01","..","5.27","14.58","16.53","22.12","58.5","119.62","180.45","142.34","152.55","137.1","190.37","185.92","165.16","180.83","178.55","152.33","112.13","142.42","146.17","173.11","125.13","151.73","217.42","210.16","325.53","256.39","283.24","254.81","260.65","226.62"
"Nauru","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","..","0.01","..","0.02","0.03","0.03","0.02","0.03","0.03","0.05","0.04","0.06","0.18","0.05","0.16","0.38","0.41","0.42","11.12","2.53","3.25","2.62","2.12","6.55","4","7.26","11.72","16.14","13.9","9.26","17.4","25.56","31.24","24.01","27.78","37.79","35.73","28.78","21.99"
"Nepal","","8.62","10.73","9.04","16.22","19.49","17.88","15.18","13.97","10.9","10.84","23.43","23.84","30.13","35.2","32.02","43.66","49.63","77.48","75.79","133.76","159.99","178.22","196.79","197.87","193.93","230.62","295.01","350.29","408.36","497.88","422.84","448.76","430.11","362.65","445.86","428.8","388.47","401.87","400.76","348.39","386.07","389.66","342.52","466.58","425.09","424.13","526.55","603.29","696.56","854.31","817.74","886.96","767.21","870.5","880.07"
"Netherlands Antilles","","0.1","0.54","0.59","2.73","12.92","5.76","1.52","15.88","18.37","19.02","27.4","25.15","34.65","22.25","28.75","33.27","49.24","41.45","47.91","56.87","96.57","73.63","64.93","65.1","62.97","64.81","57.52","64.48","53.42","61.13","57.99","82.1","92.45","79.9","37.74","98.39","120.68","110.61","129.08","126.98","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"New Caledonia","","..","..","..","..","..","..","17.2","11.61","15.81","16.5","22.87","38.23","54.96","74.64","62.05","64.71","46.49","78.06","115.01","148.65","197.97","150.17","158.66","181.9","130.51","145.37","206.59","282.63","261.1","281.6","302.41","310.68","357.98","394.73","408.43","451.21","396.14","338.82","338.39","314.51","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Nicaragua","","7.7","8.34","7.1","7.95","9.28","10.45","16.65","16.47","16.87","18.46","23.75","19.27","13.58","33.09","46.69","41.37","39.04","36.38","41.3","113.55","218.45","144.94","120.01","119.8","113.61","108.2","157.4","144.36","219.76","242.15","329.56","834.99","653.37","314.77","594.26","649.13","930.86","411.13","602.32","672.35","560.37","930.96","517.17","842.61","1240.23","763.37","740.21","840.1","740.72","772.63","662.33","692.34","531.76","496.54","430.36"
